#id,name,request_email,notes,home_page,tag_string
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
mairie-01378-01,Mairie - Saint-Maurice-de-Gourdans,mairiegourdans@wanadoo.fr,"Adresse : 1 route de Lyon, 01800, Saint-Maurice-de-Gourdans | Tél : 04 74 61 80 02 | Fax : 04 74 61 63 83",http://www.saintmauricedegourdans.fr,mairie
mairie-01379-01,Mairie - Saint-Maurice-de-Rémens,secretariat.stmauricederemens@orange.fr,"Adresse : 548 rue de la Libération, 01500, Saint-Maurice-de-Rémens | Tél : 04 74 35 41 68 | Fax : 04 74 35 62 22",http://www.saint-maurice-de-remens.fr,mairie
mairie-01380-01,Mairie - Saint-Nizier-le-Bouchoux,mairie.stnizierlebouchoux@wanadoo.fr,"Adresse : 55 rue de la Mairie, 01560, Saint-Nizier-le-Bouchoux | Tél : 04 74 52 90 41 | Fax : ",http://www.saintnizierlebouchoux.com,mairie
mairie-01381-01,Mairie - Saint-Nizier-le-Désert,mairie@stnizierledesert.fr,"Adresse : Le Village, 01320, Saint-Nizier-le-Désert | Tél : 04 74 30 30 96 | Fax : 04 74 30 30 59",http://www.la-mairie.com/saint-nizier-le-desert,mairie
mairie-01382-01,Mairie - Sainte-Olive,mairie.steolive@adeli.biz,"Adresse : 42 impasse de l'Ancienne-École, 01330, Sainte-Olive | Tél : 04 74 00 88 01 | Fax : ",,mairie
mairie-01383-01,Mairie - Saint-Paul-de-Varax,accueil@saintpauldevarax.fr,"Adresse : 163 place Louis-Jourdan, 01240, Saint-Paul-de-Varax | Tél : 04 74 42 50 13 | Fax : 04 74 42 56 13",http://www.mairie-saintpauldevarax.fr,mairie
mairie-01384-01,Mairie - Saint-Rambert-en-Bugey,saint-rambert-en-bugey@orange.fr,"Adresse : 1 rue de la Grenette - BP 9, 01230, Saint-Rambert-en-Bugey | Tél : 04 74 36 31 13 | Fax : 04 74 36 24 94",http://www.saint-rambert-en-bugey.fr,mairie
mairie-01386-01,Mairie - Saint-Sorlin-en-Bugey,mairiestso@orange.fr,"Adresse : 117 Grande rue, 01150, Saint-Sorlin-en-Bugey | Tél : 04 74 35 73 78 | Fax : 04 74 35 87 85",http://www.saint-sorlin-en-bugey.info,mairie
mairie-01388-01,Mairie - Saint-Trivier-de-Courtes,mairie@stdc.fr,"Adresse : 111 Grande rue - BP 29, 01560, Saint-Trivier-de-Courtes | Tél : 04 74 30 70 32 | Fax : 04 74 30 76 50",http://www.saint-trivier-de-courtes.fr,mairie
mairie-01389-01,Mairie - Saint-Trivier-sur-Moignans,secretariat@mairie-stm.fr,"Adresse : Place de l'Hôtel-de-Ville, 01990, Saint-Trivier-sur-Moignans | Tél : 04 74 55 88 11 | Fax : 04 74 55 89 70",http://www.mairie-sainttriviersurmoignans.fr,mairie
mairie-01390-01,Mairie - Saint-Vulbas,accueil@mairiestvulbas.fr,"Adresse : 403 rue Claires-Fontaines, 01150, Saint-Vulbas | Tél : 04 74 61 52 09 | Fax : 04 74 61 57 96",http://www.ville-saint-vulbas.fr,mairie
mairie-01391-01,Mairie - Salavre,mairie-salavre@orange.fr,"Adresse : 10 place de la Mairie, 01270, Salavre | Tél : 04 74 47 39 07 | Fax : 04 74 30 14 73",http://www.salavre.fr,mairie
mairie-01392-01,Mairie - Samognat,mairie@samognat.fr,"Adresse : 1 rue du Moulin, 01580, Samognat | Tél : 04 74 76 94 98 | Fax : ",http://www.samognat.fr,mairie
mairie-01393-01,Mairie - Sandrans,mairie-sandrans@adeli.biz,"Adresse : 21 place de la Mairie, 01400, Sandrans | Tél : 04 74 24 52 20 | Fax : 04 74 24 52 37",http://www.sandrans.fr,mairie
mairie-01396-01,Mairie - Sault-Brénaz,comsaultbrenaz@orange.fr,"Adresse : 52 Grande rue, 01150, Sault-Brénaz | Tél : 04 74 36 60 88 | Fax : 04 74 37 60 68",http://www.sault-brenaz.org,mairie
mairie-01397-01,Mairie - Sauverny,sauverny@mairie-sauverny.fr,"Adresse : 555 route de la Mairie, 01220, Sauverny | Tél : 04 50 41 18 15 | Fax : 04 50 42 77 10",http://www.mairie-sauverny.fr,mairie
mairie-01399-01,Mairie - Segny,segny@ccpg.fr,"Adresse : 103 rue du Vieux-Bourg, 01170, Segny | Tél : 04 50 41 60 68 | Fax : 04 50 41 67 55",http://www.segny.fr,mairie
mairie-01400-01,Mairie - Seillonnaz,mairie.seillonnaz@gmail.com,"Adresse : 21 rue des Alinières, 01470, Seillonnaz | Tél : 04 74 36 10 24 | Fax : 04 74 36 77 37",,mairie
mairie-01402-01,Mairie - Sermoyer,mairie.sermoyer@wanadoo.fr,"Adresse : 39 place du Marché, 01190, Sermoyer | Tél : 03 85 51 80 50 | Fax : ",,mairie
mairie-01403-01,Mairie - Serrières-de-Briord,mairie.serrieres@wanadoo.fr,"Adresse : Place de la Mairie, 01470, Serrières-de-Briord | Tél : 04 74 36 70 04 | Fax : 04 74 36 15 45",http://www.serrieresdebriord.com,mairie
mairie-01404-01,Mairie - Serrières-sur-Ain,mairieserrieressurain@wanadoo.fr,"Adresse : 451 route de Serrières, 01450, Serrières-sur-Ain | Tél : 09 62 62 30 03 | Fax : 04 74 50 80 11",,mairie
mairie-01406-01,Mairie - Servignat,mairie.servignat@orange.fr,"Adresse : 1 place de la Mairie, 01560, Servignat | Tél : 04 74 30 71 46 | Fax : 04 74 24 43 14",,mairie
mairie-01408-01,Mairie - Simandre-sur-Suran,mairiedesimandre@wanadoo.fr,"Adresse : 9 route de Villereversure, 01250, Simandre-sur-Suran | Tél : 04 74 30 63 36 | Fax : 04 74 25 81 90",http://simandre-sur-suran.wix.com/accueil,mairie
mairie-01410-01,Mairie - Sonthonnax-la-Montagne,mairie.sonthonnax@wanadoo.fr,"Adresse : Place Aimé-Maréchal, 01580, Sonthonnax-la-Montagne | Tél : 04 74 76 97 17 | Fax : 04 74 76 91 46",http://www.sonthonnax-la-montagne.fr,mairie
mairie-01411-01,Mairie - Souclin,mairie.souclin@wanadoo.fr,"Adresse : 1 place de la Mairie, 01150, Souclin | Tél : 04 74 36 60 25 | Fax : ",,mairie
mairie-01412-01,Mairie - Sulignat,mairie-sulignat@orange.fr,"Adresse : 1 place de la Mairie, 01400, Sulignat | Tél : 04 74 55 67 50 | Fax : 04 74 55 71 55",http://www.sulignat.fr,mairie
mairie-01413-01,Mairie - Surjoux,mairie.surjoux@wanadoo.fr,"Adresse : 2 place de l'Europe, 01420, Surjoux | Tél : 04 50 59 50 39 | Fax : 04 50 48 05 60",,mairie
mairie-01414-01,Mairie - Sutrieu,mairie.sutrieu@orange.fr,"Adresse : 320 voie du Tram, 01260, Sutrieu | Tél : 04 79 87 73 39 | Fax : ",http://www.sutrieu.fr,mairie
mairie-01415-01,Mairie - Talissieu,mairiedetalissieu@wanadoo.fr,"Adresse : 10 route de l'École, 01510, Talissieu | Tél : 04 79 87 33 27 | Fax : 04 79 87 47 19",http://www.talissieu.fr,mairie
mairie-01416-01,Mairie - Tenay,mairie.tenay@wanadoo.fr,"Adresse : Place de la Mairie, 01230, Tenay | Tél : 04 74 36 40 66 | Fax : 04 74 36 48 64",http://www.communedetenay.fr,mairie
mairie-01417-01,Mairie - Thézillieu,mairie-thezillieu@wanadoo.fr,"Adresse : 20 route de Virieu, 01110, Thézillieu | Tél : 04 74 37 58 64 | Fax : 04 74 37 56 56",http://www.thezillieu.fr,mairie
mairie-01420-01,Mairie - Thoissey,mairiedethoissey@wanadoo.fr,"Adresse : 8 rue de l'Hôtel-de-Ville, 01140, Thoissey | Tél : 04 74 04 04 25 | Fax : 04 74 69 76 13",http://www.thoissey.fr,mairie
mairie-01421-01,Mairie - Torcieu,commune.torcieu@wanadoo.fr,"Adresse : 19 Grande rue, 01230, Torcieu | Tél : 04 74 36 38 14 | Fax : ",https://www.torcieu.fr,mairie
mairie-01422-01,Mairie - Tossiat,mairietossiat@wanadoo.fr,"Adresse : 100 rue Louis-Francois-Jambon, 01250, Tossiat | Tél : 04 74 51 61 29 | Fax : 04 74 42 67 75",http://www.tossiat.com,mairie
mairie-01423-01,Mairie - Toussieux,mairie@toussieux.fr,"Adresse : 346 route du Morbier, 01600, Toussieux | Tél : 04 74 00 19 03 | Fax : 04 74 00 16 05",http://www.toussieux.fr,mairie
mairie-01424-01,Mairie - Tramoyes,mairie@tramoyes.fr,"Adresse : 19 rue du Marquis-de-Sallmard, 01390, Tramoyes | Tél : 04 72 26 20 50 | Fax : ",http://www.tramoyes.fr,mairie
mairie-01425-01,Mairie - La Tranclière,latrancliere.mairie@orange.fr,"Adresse : 301 rue de la Dombes, 01160, La Tranclière | Tél : 04 74 51 62 03 | Fax : ",,mairie
mairie-01426-01,Mairie - Val-Revermont,mairie@val-revermont.fr,"Adresse : Treffort - 2 place Marie-Collet - BP 1, 01370, Val-Revermont | Tél : 04 74 42 38 00 | Fax : ",http://www.val-revermont.fr,mairie
mairie-01427-01,Mairie - Trévoux,contact@mairie-trevoux.fr,"Adresse : Place de la Terrasse - BP 604, 01606, Trévoux Cedex | Tél : 04 74 08 73 73 | Fax : 04 74 08 73 82",http://www.mairie-trevoux.fr,mairie
mairie-01428-01,Mairie - Valeins,mairie.valeins@hotmail.fr,"Adresse : Place de la Chapelle, 01140, Valeins | Tél : 04 74 55 84 79 | Fax : 04 74 55 84 79",,mairie
mairie-01429-01,Mairie - Vandeins,vandeins@ca3b.fr,"Adresse : 27 rue de la Mairie, 01660, Vandeins | Tél : 04 74 30 25 13 | Fax : ",http://www.vandeins.fr,mairie
mairie-01430-01,Mairie - Varambon,mairie.varambon@wanadoo.fr,"Adresse : 400 rue des Rives-de-l'Ain, 01160, Varambon | Tél : 04 74 39 10 60 | Fax : 04 74 39 16 40",http://www.varambon.com,mairie
mairie-01431-01,Mairie - Vaux-en-Bugey,mairie.vaux@wanadoo.fr,"Adresse : 12 route de Lagnieu, 01150, Vaux-en-Bugey | Tél : 04 74 35 72 30 | Fax : 04 74 35 77 01",http://www.vauxenbugey.com,mairie
mairie-01432-01,Mairie - Verjon,mairie.verjon@wanadoo.fr,"Adresse : 1 rue du Puits-Rouge, 01270, Verjon | Tél : 04 74 51 51 81 | Fax : 04 74 51 53 29",http://www.verjon.fr,mairie
mairie-01433-01,Mairie - Vernoux,mairiedevernoux@wanadoo.fr,"Adresse : 16 route du Tronchet, 01560, Vernoux | Tél : 04 74 30 71 39 | Fax : ",,mairie
mairie-01434-01,Mairie - Versailleux,mairie.versailleux@wanadoo.fr,"Adresse : 152 rue Principale, 01330, Versailleux | Tél : 04 74 98 20 47 | Fax : 04 74 98 22 49",,mairie
mairie-01436-01,Mairie - Vesancy,mairie@vesancy.fr,"Adresse : Place du Château, 01170, Vesancy | Tél : 04 50 41 53 55 | Fax : ",http://vesancy.fr,mairie
mairie-01437-01,Mairie - Vescours,mairie.vescours@orange.fr,"Adresse : 317 rue de la Mairie, 01560, Vescours | Tél : 04 74 30 70 81 | Fax : 04 74 30 72 29",,mairie
mairie-01439-01,Mairie - Vésines,vesines01mairie@wanadoo.fr,"Adresse : 1 place de la Mairie, 01570, Vésines | Tél : 03 85 30 01 65 | Fax : ",,mairie
mairie-01441-01,Mairie - Vieu-d'Izenave,vieuizenave@wanadoo.fr,"Adresse : 1 place de la Mairie, 14300, Vieu-d'Izenave | Tél : 04 74 76 31 94 | Fax : 04 74 76 34 68",http://www.vieudizenave.fr,mairie
mairie-01442-01,Mairie - Vieu,commune-vieu@orange.fr,"Adresse : 1 place de la Mairie, 01260, Vieu | Tél : 04 79 87 60 24 | Fax : 04 79 87 60 24",,mairie
mairie-01443-01,Mairie - Villars-les-Dombes,mairie@mairie-villars-les-dombes.org,"Adresse : 15 place de l'Hôtel-de-Ville, 01330, Villars-les-Dombes | Tél : 04 74 98 03 54 | Fax : 04 74 98 12 77",http://www.villarslesdombes.fr,mairie
mairie-01444-01,Mairie - Villebois,mairie.villebois@wanadoo.fr,"Adresse : 25 rue de Vougy, 01150, Villebois | Tél : 04 74 36 62 75 | Fax : ",http://www.mairievillebois.fr,mairie
mairie-01445-01,Mairie - Villemotier,villemotier@wanadoo.fr,"Adresse : 112 place de la Mairie, 01270, Villemotier | Tél : 04 74 51 52 05 | Fax : 09 71 70 59 27",http://www.villemotier.fr,mairie
mairie-01447-01,Mairie - Villereversure,mairie-villereversure@wanadoo.fr,"Adresse : 100 route de Bourg, 01250, Villereversure | Tél : 04 74 30 65 34 | Fax : 04 74 30 62 50",http://villereversure.fr,mairie
mairie-01448-01,Mairie - Villes,mairie.villes@wanadoo.fr,"Adresse : 4 rue de la Promenade, 01200, Villes | Tél : 04 50 59 93 34 | Fax : ",,mairie
mairie-01449-01,Mairie - Villette-sur-Ain,mairie.villette-sur-ain@wanadoo.fr,"Adresse : Rue du Lavoir, 01320, Villette-sur-Ain | Tél : 04 74 35 64 94 | Fax : 04 74 35 62 93",http://www.villette-sur-ain.fr,mairie
mairie-01450-01,Mairie - Villieu-Loyes-Mollon,mairie@mairievlm.fr,"Adresse : 95 avenue Charles-de-Gaulle, 01800, Villieu-Loyes-Mollon | Tél : 04 74 61 04 60 | Fax : 04 74 61 16 48",http://www.mairievlm.fr,mairie
mairie-01451-01,Mairie - Viriat,mairie@viriat.fr,"Adresse : 204 rue Prosper-Convert, 01440, Viriat | Tél : 04 74 25 30 88 | Fax : 04 74 25 18 68",http://www.viriat.fr,mairie
mairie-01452-01,Mairie - Virieu-le-Grand,mairie@virieulegrand.fr,"Adresse : 1 place Honoré-d'Urfé, 01510, Virieu-le-Grand | Tél : 04 79 87 81 37 | Fax : ",http://www.virieulegrand.fr,mairie
mairie-01453-01,Mairie - Virieu-le-Petit,mairie-de-virieu-le-petit@wanadoo.fr,"Adresse : 80 rue de la Pièce, 01260, Virieu-le-Petit | Tél : 04 79 87 62 61 | Fax : 04 79 87 53 65",http://www.virieu-le-petit.fr,mairie
mairie-01454-01,Mairie - Virignin,mairiedevirignin@wanadoo.fr,"Adresse : 570 avenue du Bugey, 01300, Virignin | Tél : 04 79 81 92 15 | Fax : ",http://www.virignin.fr,mairie
mairie-01456-01,Mairie - Vongnes,vongnesmairie@wanadoo.fr,"Adresse : 83 rue de la Vigne-du-Bois, 01350, Vongnes | Tél : 04 79 87 91 06 | Fax : ",,mairie
mairie-01457-01,Mairie - Vonnas,mairie@vonnas.com,"Adresse : Rue du Docteur-Perret - BP 12, 01540, Vonnas | Tél : 04 74 50 02 48 | Fax : 04 74 50 08 96",http://www.vonnas.com,mairie
maison_handicapees-01053-01,Maison départementale des personnes handicapées (MDPH) - Ain,mdph@ain.fr,"Adresse : 13 avenue de la Victoire - CS 50415, 01012, Bourg-en-Bresse Cedex | Tél : 08 00 88 84 44 / Numéro vert : service et appel gratuits. | Fax : ",http://www.mdph.ain.fr,maison_handicapees
mission_locale-01004-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Ambérieu-en-Bugey,mlj.amberieux@mljbp1.fr,"Adresse : 4 place Sanville, 01500, Ambérieu-en-Bugey | Tél : 04 74 34 61 22 | Fax : ",http://www.mljbpa.fr,mission_locale
mission_locale-01033-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Bellegarde-sur-Valserine,accueil.bellegarde@mlobg.fr,"Adresse : 9 rue des Papetiers, 01200, Bellegarde-sur-Valserine | Tél : 04 50 48 09 86 | Fax : ",http://www.mlobg.fr,mission_locale
mission_locale-01034-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Belley,mlj.belley@mljbpa.fr,"Adresse : Bâtiment Taic - ZI de Coron - 214 route de Parves, 01300, Belley | Tél : 04 79 81 53 75 | Fax : ",http://www.mljbpa.fr,mission_locale
mission_locale-01053-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Bourg-en-Bresse (Bresse-Dombes-Côtière),contact@mljbourg.com,"Adresse : 5 ter avenue des Sports, 01000, Bourg-en-Bresse | Tél : 04 74 45 35 37 | Fax : 04 74 22 16 56",http://www.mljbourg.com,mission_locale
mission_locale-01173-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Gex,accueil.gex@mlobg.fr,"Adresse : Clos des Abeilles - 41 rue de Domparon, 01170, Gex | Tél : 04 50 41 60 46 | Fax : ",http://www.mlobg.fr,mission_locale
mission_locale-01283-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Oyonnax,accueil.oyonnax@mlobg.fr,"Adresse : 188 rue Anatole-France, 01100, Oyonnax | Tél : 04 74 73 51 66 | Fax : ",http://www.mlobg.fr,mission_locale
mission_locale-01427-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Trévoux,contact@mljbourg.com,"Adresse : 627 route de Jassans, 01600, Trévoux | Tél : 04 74 08 97 54 | Fax : 04 74 08 97 51",http://www.mljbourg.com,mission_locale
msap-01022-01,Maison de services au public - Artemare,msap.artemare@laposte.net,"Adresse : Bureau de poste - 13 rue Neuve, 01510, Artemare | Tél :  | Fax : ",https://www.maisondeservicesaupublic.fr/content/artemare-bureau-de-poste,msap
msap-01033-01,Maison de services au public - Bellegarde-sur-Valserine,meef@ccpb01.fr,"Adresse : 5 et 9 rue des Papetiers, 01200, Bellegarde-sur-Valserine | Tél : 04 50 56 87 49 | Fax : ",https://www.maisondeservicesaupublic.fr/content/bellegarde-sur-valserine,msap
msap-01074-01,Maison de services au public - Chalamont,msap.chalamont@laposte.fr,"Adresse : Bureau de poste - Place du Marché, 01320, Chalamont | Tél :  | Fax : ",https://www.maisondeservicesaupublic.fr/content/chalamont-bureau-de-poste,msap
msap-01093-01,Maison de services au public - Dombes,msap@ccdombes.fr,"Adresse : Communauté de Communes de la Dombes - 100 avenue Foch, 01400, Châtillon-sur-Chalaronne | Tél : 04 74 55 98 23 | Fax : ",https://www.maisondeservicesaupublic.fr/content/dombes-communaute-de-communes-de-la-dombes,msap
msap-01173-01,Maison de services au public - Pays de Gex,msap@ccpg.fr,"Adresse : 135 rue de Genève, 01170, Gex | Tél : 04 50 42 65 00 | Fax : ",https://www.maisondeservicesaupublic.fr/content/pays-de-gex,msap
msap-01185-01,Maison de services au public - Hauteville-Lompnes,msap@centre-social-hauteville.com,"Adresse : place du Dr Le Tacon, 01110, Hauteville-Lompnes | Tél : 04 86 80 10 85 | Fax : ",https://www.maisondeservicesaupublic.fr/content/hauteville-lompnes,msap
msap-01192-01,Maison de services au public - Izernore,msap.izernore@laposte.fr,"Adresse : Bureau de poste - 551 Grande rue, 01580, Izernore | Tél :  | Fax : ",https://www.maisondeservicesaupublic.fr/content/izernore-bureau-de-poste,msap
msap-01269-01,Maison de services au public - Haut-Bugey,msap@hautbugey-agglomeration.fr,"Adresse : 36 rue du Collège, 01130, Nantua | Tél : 09 62 66 27 35 09 | Fax : ",https://www.maisondeservicesaupublic.fr/content/haut-bugey,msap
msap-01303-01,Maison de services au public - Poncin,msap.poncin@laposte.fr,"Adresse : Bureau de poste - 1 avenue du Parc, 01450, Poncin | Tél :  | Fax : ",https://www.maisondeservicesaupublic.fr/content/poncin-bureau-de-poste,msap
msap-01306-01,Maison de services au public - Pont-de-Veyle,msap@cc-laveyle.fr,"Adresse : 16 avenue des sports, 01290, Pont-de-Veyle | Tél : 03 85 30 83 51 | Fax : ",https://www.maisondeservicesaupublic.fr/content/pont-de-veyle,msap
msap-01384-01,Maison de services au public - Saint-Rambert-en-Bugey,maison.de.services@csca01.org,"Adresse : 108 rue du Docteur-Temporal, 01230, Saint-Rambert-en-Bugey | Tél : 04 74 36 26 00 | Fax : ",https://www.maisondeservicesaupublic.fr/content/saint-rambert-en-bugey,msap
msap-01388-01,Maison de services au public - Saint-Trivier-de-Courtes,msap.saint-trivier-de-courtes@laposte.fr,"Adresse : Bureau de poste - 22 esplanade de la Poste, 01560, Saint-Trivier-de-Courtes | Tél : 04 74 30 71 85 | Fax : ",https://www.maisondeservicesaupublic.fr/content/saint-trivier-de-courtes-bureau-de-poste,msap
msap-01426-01,Maison de services au public - Treffort-Cuisiat,msap.treffort-cuisiat@laposte.fr,"Adresse : Bureau de poste - Place du Champ-de-Foire, 01370, Treffort-Cuisiat | Tél :  | Fax : ",https://www.maisondeservicesaupublic.fr/content/treffort-cuisiat-bureau-de-poste,msap
onac-01053-01,Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Ain,sd01@onacvg.fr,"Adresse : 3 rue Brillat-Savarin, 01000, Bourg-en-Bresse | Tél : 04 74 21 09 95 | Fax : 04 74 21 21 36",https://www.onac-vg.fr,onac
pif-01053-01,Point info famille - Bourg-en-Bresse,pif01@udaf01.unaf.fr,"Adresse : Union départementale des associations familiales (Udaf) de lAin - 12 bis rue de la Liberté - BP 30160, 01004, Bourg-en-Bresse | Tél : 04 74 32 11 46 | Fax : ",,pif
pmi-01194-01,Centre de protection maternelle et infantile (PMI) - Jassans-Riottier,mds.cotiere-val-de-saone@ain.fr,"Adresse : Point d'accueil solidarité - 826 rue Édouard-Herriot, 01480, Jassans-Riottier | Tél : 04 74 60 86 71 | Fax : 04 74 60 89 25",http://www.ain.fr,pmi
prefecture-01053-01,Préfecture - Ain,pref-pole-juridique@ain.gouv.fr,"Adresse : 45,  avenue d'Alsace-Lorraine - CS 80400 - Quartier Bourg centre, 01012, Bourg-en-Bresse Cedex | Tél : 04 74 32 30 00 | Fax : ",http://www.ain.gouv.fr,prefecture
prudhommes-01053-01,Conseil de prud'hommes de Bourg-en-Bresse,cph-bourg-en-bresse@justice.fr,"Adresse : 32 avenue Alsace Lorraine - CS 010202, 01005, BOURG EN BRESSE CEDEX | Tél : 04 26 37 73 00 | Fax : ",http://www.justice.gouv.fr/,prudhommes
prudhommes-01283-01,Conseil de prud'hommes d'Oyonnax,cph-oyonnax@justice.fr,"Adresse : 15 rue du 8 Mai 01945, 01100, OYONNAX | Tél : 04 74 77 24 47 | Fax : ",http://www.justice.gouv.fr/,prudhommes
sie-01004-01,Service des impôts des entreprises du centre des finances publiques d'Ambérieu-en-Bugey,sip-sie.amberieu-en-bugey@dgfip.finances.gouv.fr,"Adresse : Rue Colbert - CS 010539, 01505, Ambérieu-en-Bugey | Tél : 04 74 38 70 89 | Fax : 04 74 38 00 10",http://www.impots.gouv.fr,sie
sie-01033-01,Service des impôts des entreprises du centre des finances publiques de Bellegarde-sur-Valserine,sip-sie.bellegardesurvalserine@dgfip.finances.gouv.fr,"Adresse : 11 rue Ampère - CS 20614, 01206, Bellegarde Cedex | Tél : 04 50 56 69 40 | Fax : ",http://www.impots.gouv.fr,sie
sie-01034-01,Service des impôts des entreprises du centre des finances publiques de Belley,sip-sie.belley@dgfip.finances.gouv.fr,"Adresse : Rue Lieutenant André-Argenton - CS 70141, 01306, Belley Cedex | Tél : 04 79 81 65 40 | Fax : ",http://www.impots.gouv.fr,sie
sie-01053-01,Service des impôts des entreprises du centre des finances publiques de Bourg-en-Bresse,sie.bourg-en-bresse@dgfip.finances.gouv.fr,"Adresse : 5 rue de la Grenouillère - BP 60407, 01012, Bourg-en-Bresse Cedex | Tél : 04 74 45 86 00 | Fax : 04 74 45 86 83",http://www.impots.gouv.fr,sie
sie-01283-01,Service des impôts des entreprises du centre des finances publiques d'Oyonnax,sip-sie.oyonnax@dgfip.finances.gouv.fr,"Adresse : 188 rue Anatole-France - CS 90512, 01117, Oyonnax Cedex | Tél : 04 74 81 92 00 | Fax : 04 74 81 92 39",http://www.impots.gouv.fr,sie
sie-01370-01,Service des impôts des entreprises du centre des finances publiques de Saint-Laurent-sur-Saône,sip-sie.st-laurent-sur-saone@dgfip.finances.gouv.fr,"Adresse : 5 place Pierre-Casimir-Ordinaire - CS 20016, 01750, Saint-Laurent-sur-Saône | Tél : 03 85 39 96 23 | Fax : ",http://www.impots.gouv.fr,sie
sie-01427-01,Service des impôts des entreprises du centre des finances publiques de Trévoux,sip-sie.trevoux@dgfip.finances.gouv.fr,"Adresse : 1 rue du Palais - CS 90608, 01606, Trévoux Cedex | Tél : 04 74 08 68 43 | Fax : 04 74 08 68 45",http://www.impots.gouv.fr,sie
sous_pref-01034-01,Sous-préfecture - Belley,sp-belley@ain.gouv.fr,"Adresse : 24,  rue des Barons - BP 149, 01306, Belley | Tél : 04 79 81 01 09 | Fax : +33 4 79 81 32 93",http://www.ain.gouv.fr,sous_pref
sous_pref-01173-01,Sous-préfecture - Gex,sp-gex@ain.gouv.fr,"Adresse : 26,  rue Charles-Harent - BP 409, 01174, Gex | Tél : 04 50 41 51 51 | Fax : +33 4 50 41 42 87",http://www.ain.gouv.fr,sous_pref
sous_pref-01269-01,Sous-préfecture de Nantua,sp-nantua@ain.gouv.fr,"Adresse : 36,  rue du Collège - BP 34, 01130, Nantua | Tél : 04 74 75 20 66 | Fax : +33 4 74 75 12 89",http://www.ain.gouv.fr,sous_pref
