#id,name,request_email,notes,home_page,tag_string,valid_email,commune,commune_in_name
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Sainte-Anne,True
epci-74162-01,Communauté de communes - Quatre Rivières - Fillinges 74162-01,secretariat@cc4r.fr,"Adresse : 28 chemin de la Ferme-Saillet,74250,Fillinges | Tél : 04 50 31 46 95 | Fax : 04 50 31 68 12",http://www.cc4r.fr,epci,True,Fillinges,False
epci-88258-01,Communauté de communes - Vosges côté Sud Ouest - Darney 88258-01,contact@vosgescotesudouest.fr,"Adresse : 43 rue de la République,88260,Darney | Tél : 03 29 09 43 16 | Fax : ",http://www.vosgescotesudouest.fr,epci,True,Darney,False
epci-88124-01,Communauté de communes - Vosges côté Sud Ouest - Darney 88124-01,contact@vosgescotesudouest.fr,"Adresse : 43 rue de la République,88260,Darney | Tél : 03 29 09 43 16 | Fax : ",http://www.vosgescotesudouest.fr,epci,True,Darney,False
conciliateur_fiscal-32013-01,Conciliateur fiscal départemental - Gers - Auch 32013-01,conciliateurfiscal32@dgfip.finances.gouv.fr,"Adresse : BP 40238,32004,Auch Cedex | Tél : | Fax : ",http://www.impots.gouv.fr,conciliateur_fiscal,True,Auch,False
conciliateur_fiscal-09122-01,Conciliateur fiscal départemental - Gers - Foix 09122-01,conciliateurfiscal09@dgfip.finances.gouv.fr,"Adresse : Rue Pierre-Mendes France - BP 101, 9007, Foix Cedex | Tél :  | Fax : ",http://www.impots.gouv.fr,conciliateur_fiscal,True,Foix,False
dreal_ut-73065-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Auvergne-Rhône-Alpes - Chambéry 73065-01",ud-ds.dreal-auvergne-rhone-alpes@developpement-durable.gouv.fr,"Adresse : 430 rue Belle-Eau,73000,Chambéry | Tél : 04 79 62 69 70 | Fax : 04 79 69 51 61",http://www.auvergne-rhone-alpes.developpement-durable.gouv.fr,dreal_ut,True,Chambéry,False
dreal_ut-03321-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Auvergne-Rhône-Alpes - Yzeure 03321-01",ud-cap.dreal-ara@developpement-durable.gouv.fr,"Adresse : 51 boulevard Saint-Exupéry, 3400, Yzeure | Tél : 04 70 48 78 51 | Fax : 04 70 48 78 41",http://www.auvergne.developpement-durable.gouv.fr,dreal_ut,True,Yzeure,False
dreal_ut-15014-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Auvergne-Rhône-Alpes - Aurillac 15014-01",ud-cap-icpe15.dreal-ara@developpement-durable.gouv.fr,"Adresse : 13 place de la Paix, 015000, Aurillac | Tél : 04 71 62 49 39 | Fax : 04 73 43 15 99",http://www.auvergne.developpement-durable.gouv.fr,dreal_ut,True,Aurillac,False
dreal_ut-01053-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Auvergne-Rhône-Alpes - Bourg-en-Bresse 01053-01",ud-a.dreal-auvergne-rhone-alpes@developpement-durable.gouv.fr,"Adresse : Immeuble DDT - 23 rue Bourgmayer, 01000, Bourg-en-Bresse | Tél : 04 74 45 07 70 | Fax : 04 74 50 32 50",http://www.auvergne-rhone-alpes.developpement-durable.gouv.fr,dreal_ut,True,Bourg-en-Bresse,False
dreal_ut-42218-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Auvergne-Rhône-Alpes - Saint-Étienne 42218-01",ud-lhl.dreal-auvergne-rhone-alpes@developpement-durable.gouv.fr,"Adresse : Immeuble Loire Républicaine - 16 place Jean-Jaurès,42000,Saint-Étienne | Tél : 04 77 43 53 53 | Fax : 04 77 43 53 63",http://www.auvergne-rhone-alpes.developpement-durable.gouv.fr,dreal_ut,True,Saint-Étienne,False
dreal_ut-89024-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Auxerre 89024-01",ut5889-auxerre.ut.dreal-bourgogne@developpement-durable.gouv.fr,"Adresse : ZI de la Plaine des Isles,89000,Auxerre | Tél : 03 86 46 67 00 | Fax : 03 86 48 34 34",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Auxerre,False
dreal_ut-39300-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Lons-le-Saunier 39300-01",ud39.dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 165 avenue Paul-Seguin,39000,Lons-le-Saunier | Tél : 03 84 87 30 35 | Fax : 03 84 87 30 39",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Lons-le-Saunier,False
dreal_ut-21231-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Dijon 21231-01",ud21.dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 21 boulevard Voltaire, 201000, Dijon | Tél : 03 45 83 20 42 | Fax : ",http://www.bourgogne.developpement-durable.gouv.fr,dreal_ut,True,Dijon,False
dreal_ut-90010-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Belfort 90010-01",ud90-25.dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 8 rue du Peintre Heim,90000,Belfort | Tél : 03 84 58 82 08 | Fax : 03 84 58 82 07",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Belfort,False
dreal_ut-71270-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Mâcon 71270-01",ud71.dreal-bfc@developpement-durable.gouv.fr,"Adresse : 37 boulevard Henri-Dunant - BP 94029,701040,Mâcon Cedex 9 | Tél : 03 85 21 85 00 | Fax : 03 85 21 85 10",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Mâcon,False
dreal_ut-25056-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté - Besançon 25056-01",dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 17 E rue Alain-Savary, 25000, Besançon | Tél : 03 81 21 67 00 | Fax : 03 81 21 69 99",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Besançon,False
dreal_ut-45234-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire - Orléans 45234-01",ud45.dreal-centre@developpement-durable.gouv.fr,"Adresse : 3 rue du Carbone,45072,Orléans Cedex 2 | Tél : 02 38 25 01 20 | Fax : 02 38 63 84 44",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Orléans,False
dreal_ut-37179-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire - Parçay-Meslay 37179-01",ud37.dreal-centre@developpement-durable.gouv.fr,"Adresse : ZA n°2 des Ailes - 25-26 rue des Ailes,37210,Parçay-Meslay | Tél : 02 47 46 47 00 | Fax : 02 47 44 66 34",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Parçay-Meslay,False
dreal_ut-41018-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire - Blois 41018-01",ud41.dreal-centre@developpement-durable.gouv.fr,"Adresse : 49 bis rue Laplace,401000,Blois | Tél : 02 54 74 98 80 | Fax : 02 54 74 08 09",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Blois,False
dreal_ut-88209-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Epinal 88209-01",ud88.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : Quartier de la Magdeleine - Bâtiment B - Entrée 5,88000,Epinal | Tél : 03 29 33 66 20 | Fax : 03 29 33 66 43",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Epinal,False
dreal_ut-68066-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Mulhouse 68066-01",ud68.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 2 place du Général-de-Gaulle,68100,Mulhouse | Tél : 03 89 66 66 67 | Fax : 03 89 59 30 22",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Mulhouse,False
dreal_ut-10387-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Troyes 10387-01",ud10.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 1 boulevard Jules-Guesde, 010000, Troyes | Tél : 03 25 82 66 20 | Fax : 03 25 73 72 03",http://www.bas-rhin.gouv.fr/Services-de-l-Etat/Presentation-des-services/Unites-Territoriales-UT/DREAL-Grand-Est,dreal_ut,True,Troyes,False
dreal_ut-51454-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Reims 51454-01",it-51.dreal-champard@developpement-durable.gouv.fr,"Adresse : Parc technologique Henri-Farman - 10 rue Clément-Ader,501100,Reims | Tél : 03 26 77 33 50 | Fax : 03 26 97 81 30",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Reims,False
dreal_ut-67482-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Strasbourg 67482-01",dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 14 rue du Bataillon-de-Marche - Numéro 24,67200,Strasbourg | Tél : 03 88 13 05 00 | Fax : 03 88 13 05 30",http://www.dreal-grand-est.developpement-durable.gouv.fr,dreal_ut,True,Strasbourg,False
dreal_ut-08105-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est - Charleville-Mézières 08105-01",ud08.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : Unité départementale des Ardennes - Préfecture des Ardennes - 1 place de la Préfecture, 8000, Charleville-Mézières | Tél : 03 24 59 66 00 | Fax : 03 24 59 68 27",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Charleville-Mézières,False
dreal_ut-60057-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France - Beauvais 60057-01",ud.dreal-picardie@developpement-durable.gouv.fr,"Adresse : ZA La Vatine - 283 rue de Clermont,60000,Beauvais | Tél : 03 44 10 54 00 | Fax : 03 44 10 54 01",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Beauvais,False
dreal_ut-02691-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France - Saint-Quentin 02691-01",ud-n.dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : 25 rue Albert-Thomas, 2100, Saint-Quentin | Tél : 03 23 06 66 00 | Fax : 03 23 06 66 07",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Saint-Quentin,False
dreal_ut-62119-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France - Béthune 62119-01",dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : Centre Jean-Monnet - Entrée Asturies - 12 avenue de Paris,62400,Béthune | Tél : 03 21 63 69 00 | Fax : 03 21 01 57 26",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Béthune,False
dreal_ut-80379-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France - Glisy 80379-01",ud-somme.dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : Pôle Jules-Verne - 12 rue du Maître-du-Monde,80440,Glisy | Tél : 03 22 38 32 00 | Fax : 03 22 38 32 01",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Glisy,False
dreal_ut-27017-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie - Angerville-la-Campagne 27017-01",ude.dreal-normandie@developpement-durable.gouv.fr,"Adresse : Rue de Melleville, 27930, Angerville-la-Campagne | Tél : 02 32 23 45 70 | Fax : 02 32 23 45 99",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Angerville-la-Campagne,False
dreal_ut-50502-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie - Saint-Lô 50502-01",udm.dreal-normandie@developpement-durable.gouv.fr,"Adresse : 1 bis rue de la Libération,50000,Saint-Lô | Tél : 02 50 71 50 54 | Fax : 02 50 71 50 59",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Saint-Lô,False
dreal_ut-61001-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie - Alençon 61001-01",udo.dreal-normandie@developpement-durable.gouv.fr,"Adresse : Cité administrative - Place du Général-Jean-Bonet,601000,Alençon | Tél : 02 33 32 50 93 | Fax : 02 33 32 51 13",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Alençon,False
dreal_ut-40281-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Mont-de-Marsan 40281-01",ud-40.dreal-na@developpement-durable.gouv.fr,"Adresse : Cité Galliane - 9 avenue Antoine-Dufau,40000,Mont-de-Marsan | Tél : 05 58 05 76 20 | Fax : 05 58 05 76 27",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Mont-de-Marsan,False
dreal_ut-23096-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Guéret 23096-01",ud-23.grud.ud.dreal-alpc@developpement-durable.gouv.fr,"Adresse : Cité administrative - Bâtiment B1 - 17 place Bonnyaud, 23000, Guéret | Tél : 05 55 61 20 13 | Fax : 05 55 61 20 45",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Guéret,False
dreal_ut-86194-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Poitiers 86194-01",ud-86.dreal-na@developpement-durable.gouv.fr,"Adresse : 20 rue de la Providence,86000,Poitiers | Tél : 05 49 43 86 00 | Fax : 05 49 43 86 01",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Poitiers,False
dreal_ut-33063-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Bordeaux 33063-01",ud-33.dreal-na@developpement-durable.gouv.fr,"Adresse : Cité administrative - Rue Jules-Ferry - Boîte 55,33200,Bordeaux | Tél : 05 56 24 88 22 | Fax : 05 56 24 47 24",http://www.aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Bordeaux,False
dreal_ut-19031-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Brive-la-Gaillarde 19031-01",ud-19.grud.ud.dreal-na@developpement-durable.gouv.fr,"Adresse : 19 rue Daniel-de-Cosnac, 019100, Brive-la-Gaillarde | Tél : 05 55 88 93 00 | Fax : 05 55 22 66 47",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Brive-la-Gaillarde,False
dreal_ut-87085-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Limoges 87085-01",grud.ud.dreal-na@developpement-durable.gouv.fr,"Adresse : Immeuble Pastel - 22 rue des Pénitents-Blancs,87000,Limoges | Tél : 05 55 12 90 00 | Fax : ",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr/presentation-dreal-r171.html,dreal_ut,True,Limoges,False
dreal_ut-79191-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine - Niort 79191-01",ud-17-79.dreal-na@developpement-durable.gouv.fr,"Adresse : ZI Saint-Liguaire - 4 rue Alfred-Nobel,79000,Niort | Tél : 05 49 79 05 11 | Fax : 05 49 79 12 46",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Niort,False
dreal_ut-65440-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie - Tarbes 65440-01",ut-65-32.dreal-midi-pyrenees@developpement-durable.gouv.fr,"Adresse : Cité administrative Reffye - Rue Amiral-Courbet,65000,Tarbes | Tél : 05 62 44 59 00 | Fax : ",http://www.occitanie.developpement-durable.gouv.fr,dreal_ut,True,Tarbes,False
dreal_ut-30189-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie - Nîmes 30189-01",uid-30-48.dreal-occitanie@developpement-durable.gouv.fr,"Adresse : 89 rue Weber,30900,Nîmes | Tél : 04 34 46 65 00 | Fax : 04 34 46 65 99",http://www.occitanie.developpement-durable.gouv.fr,dreal_ut,True,Nîmes,False
dreal_ut-82121-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie - Montauban 82121-01",ut-tarn-et-garonne-lot@developpement-durable.gouv.fr,"Adresse : 2 quai de Verdun,82000,Montauban | Tél : 05 63 91 74 40 | Fax : 05 63 91 74 59",http://www.tarn-et-garonne.gouv.fr/Services-de-l-Etat/Agriculture-environnement-amenagement-et-logement/L-unite-territoriale-de-la-Direction-Regionale-de-l-Environnement-de-l-Amenagement-et-du-Logement,dreal_ut,True,Montauban,False
dreal_ut-53130-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire - Laval 53130-01",ud53.dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : Cité administrative Saint-Nicolas - Rue Mac-Donald,53000,Laval | Tél : 02 43 67 88 76 | Fax : 02 43 53 76 41",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Laval,False
dreal_ut-44109-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire - Nantes 44109-01",dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : 5 rue Françoise-Giroud,44200,Nantes | Tél : 02 72 74 73 00 | Fax : 02 72 74 73 09",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Nantes,False
dreal_ut-49267-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire - Saint-Barthélémy-d'Anjou 49267-01",ud49.dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : Parc d'activités Angers-Saint-Barthélémy-d'Anjou - Rue de Cul-d'Anon,49183,Saint-Barthélémy-d'Anjou | Tél : 02 41 33 52 50 | Fax : 02 41 33 52 99",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Saint-Barthélémy-d'Anjou,False
fdc-78517-01,Fédération interdépartementale des chasseurs - Île-de-France - Rambouillet 78517-01,contact@ficif.com,"Adresse : 3 rue Paul-Demange - CS 50005,78519,Rambouillet Cedex | Tél : 01 34 85 33 00 | Fax : 01 34 85 33 02",http://www.ficif.com,fdc,True,Rambouillet,False
fdc-92012-01,Fédération interdépartementale des chasseurs - Île-de-France - Boulogne-Billancourt 92012-01,contact@ficif.com,"Adresse : 58 avenue du Général-Leclerc,92100,Boulogne-Billancourt | Tél : 01 55 60 18 70 | Fax : 01 55 60 07 15",http://www.ficif.com,fdc,True,Boulogne-Billancourt,False
greta-11262-01,Greta - Aude - Narbonne 11262-01,greta-narbonne@ac-montpellier.fr,"Adresse : Lycée Louise-Michel - 2 rue Jean-Moulin, 011100, Narbonne | Tél : 04 68 32 84 09 | Fax : 04 68 32 46 33",http://www.gretalr.com,greta,True,Narbonne,False
greta-11069-01,Greta - Aude - Carcassonne 11069-01,greta.carcas@orange.fr,"Adresse : 122 avenue du Général-Leclerc, 011007, Carcassonne Cedex | Tél : 04 68 25 00 19 | Fax : 04 68 47 65 04",http://www.gretalr.com,greta,True,Carcassonne,False
greta-18033-01,Greta - Berry - Bourges 18033-01,greta-cher@ac-orleans-tours.fr,"Adresse : 1 avenue de Gionne, 018000, Bourges | Tél : 02 48 20 45 94 | Fax : ",http://www.greta-cher.fr,greta,True,Bourges,False
greta-36044-01,Greta - Berry - Châteauroux 36044-01,gretaberry@ac-orleans-tours.fr,"Adresse : Lycée Blaise-Pascal - Boulevard Blaise-Pascal - BP 407,36008,Châteauroux Cedex | Tél : 02 54 08 20 80 | Fax : 02 54 08 20 85",http://www.greta36.fr,greta,True,Châteauroux,False
greta-91377-01,Greta - Essonne - Massy 91377-01,accueil.massy@greta-essonne.fr,"Adresse : Agence de développement de Massy - 9 rue du Docteur-Schaffner,901300,Massy | Tél : 01 64 90 91 91 | Fax : 01 69 53 74 84",http://www.greta-essonne.fr,greta,True,Massy,False
greta-91174-01,Greta - Essonne - Corbeil-Essonnes 91174-01,greta.essonne@ac-versailles.fr,"Adresse : Lycée Robert-Doisneau - 89 avenue Serge-Dassault,901100,Corbeil-Essonnes | Tél : 01 64 90 91 91 | Fax : ",http://www.greta-essonne.fr,greta,True,Corbeil-Essonnes,False
greta-24322-01,Greta - Est-Aquitaine - Périgueux 24322-01,perigueux@greta-est-aquitaine.com,"Adresse : Lycée Albert-Claveille - 80 rue Victor-Hugo - BP 70009, 24001, Périgueux Cedex | Tél : 05 53 02 17 69 | Fax : 05 53 03 29 48",https://www.greta-aquitaine.frgreta-est-aquitaine,greta,True,Périgueux,False
greta-47157-01,Greta - Est-Aquitaine - Marmande 47157-01,contact@greta-est-aquitaine.com,"Adresse : Lycée Val-de-Garonne - Rue Ejéa-de-Los-Caballeros - BP 307,47207,Marmande Cedex | Tél : 05 53 76 02 54 | Fax : 05 53 76 02 58",http://www.greta-aquitaine.com,greta,True,Marmande,False
greta-30007-01,Greta - Gard - Nîmes 30007-01,greta-nimes@ac-montpellier.fr,"Adresse : 5 B rue Clovis,30900,Nîmes | Tél : 04 66 04 24 50 | Fax : 04 66 04 24 51",http://www.greta-gard.com,greta,True,Nîmes,False
